volume,sentiment,Taker Buy Sell Ratio,Gas Price (Mean),Open Interest,Estimated Leverage Ratio,Funding Rates,Exchange Netflow (Total),fng_value,Daily_sentiment,lag_return_1,lag_fng,ma_3,volatility_3,Datetime,Actual_Return,Predicted_Return,Signal,Price,high,low,MA_9,Prev_Close,TR,ATR_14,Position,Cash,Portfolio_Value,Daily_Return
113405129,1,0.93162602,54.342492133,5497863795.727246,0.25368232,0.03216126,-3423.2849975175923,72,0,-0.0038100150356915,73.0,-0.0040458583393843,0.0076247631184425,2023-11-13,0.0034582470399751,-0.0085053605548746,-1,2054.36,2120.0,2030.75,1992.24,2047.28,89.25,78.09785714285718,1,100000.0,123485.85030415234,0.003458247039975104
121381521,1,0.87703832,42.76907431,5072624779.327388,0.24405231,0.02480952,-60454.426381590776,69,0,0.0034582470399751,72.0,-0.012159935957294,0.0210727172547709,2023-11-14,-0.0361280398761658,-0.0307435391738216,-1,1980.14,2066.14,1919.12,2001.8566666666666,2054.36,147.01999999999998,85.05642857142861,1,100000.0,119024.54858022167,-0.03612803987616586
83510295,1,1.01313945,39.406915229,5386133010.1823845,0.24874399,0.0166637,15381.231639246806,60,1,-0.0361280398761658,69.0,0.0026495157603915,0.0383795810977635,2023-11-15,0.0406183401173654,0.0203823341726461,1,2060.57,2064.0,1967.43,2019.5077777777778,1980.14,96.56999999999994,88.0671428571429,1,100000.0,123859.12817676902,0.04061834011736565
137957605,1,0.93376252,39.56267347,5115526978.311608,0.24916034,0.02807433,-12455.2686669901,70,0,0.0406183401173654,60.0,-0.0144696891364996,0.0480693172897212,2023-11-16,-0.0478993676506986,-0.0379588419770478,-1,1961.87,2092.54,1938.38,2027.8866666666665,2060.57,154.15999999999985,96.26000000000002,1,100000.0,117926.35425933494,-0.0478993676506988
95724718,1,0.9522654,32.579592056,4995996918.309606,0.24362671,0.01009528,27.62666636740323,63,0,-0.0478993676506986,70.0,-0.0025918179231753,0.0442961108455874,2023-11-17,-0.0004944262361928,-0.0052043037110858,-1,1960.9,1991.43,1905.3,2035.8155555555556,1961.87,86.13000000000011,96.81428571428576,1,100000.0,117868.04837585054,-0.0004944262361928908
38641283,1,0.97069291,27.278257634,5156127299.371749,0.25259756,0.01253326,-52566.70615778217,69,-1,-0.0004944262361928,63.0,-0.0157827851892507,0.0278244307662246,2023-11-18,0.0010454383191391,-0.0153528871438578,-1,1962.95,1972.12,1917.0,2018.0888888888887,1960.9,55.11999999999989,94.20571428571431,1,100000.0,117991.2721502248,0.0010454383191391692
43688431,1,1.07976357,24.844635282,5213896622.276089,0.25104694,0.00970909,-77608.06577600265,66,1,0.0010454383191391,69.0,0.0086420284381872,0.0145116810451566,2023-11-19,0.0253750732316155,0.0197184974134039,1,2012.76,2016.15,1943.88,2010.6600000000003,1962.95,72.26999999999998,91.16857142857144,1,100000.0,120985.30932172826,0.025375073231615808
95760661,1,0.99051038,45.131791881,5345664486.234691,0.25603849,0.01636679,-3980.18360949948,69,1,0.0253750732316155,66.0,0.0103337620694795,0.0131455479864407,2023-11-20,0.004580774657684,0.0015055082069994,1,2021.98,2067.7,1980.0,2006.978888888889,2012.76,87.69999999999982,94.20214285714285,1,100000.0,121539.51576062127,0.004580774657683806
121543822,1,0.94774903,45.641080284,5063834789.87318,0.25405665,0.0159146,-16164.4407939784,71,1,0.004580774657684,69.0,-0.0048269311408939,0.0358440729852735,2023-11-21,-0.0444366413119813,-0.0191918169030189,-1,1932.13,2035.43,1930.75,1994.1844444444444,2021.98,104.68000000000006,97.55142857142857,1,100000.0,116138.70789353465,-0.04443664131198133
84427576,1,1.02807498,45.161108097,5580406213.536268,0.26441048,0.01224134,-85279.24898007803,62,1,-0.0444366413119813,71.0,0.0093253360041737,0.05628443894007,2023-11-22,0.0678318746668185,0.0345383580470189,1,2063.19,2092.81,1928.57,1995.1655555555553,1932.13,164.24,106.9407142857143,1,100000.0,124016.61417133514,0.0678318746668185
57091242,1,0.98785108,37.337252875,5617606953.308124,0.26632497,0.01885245,-15881.129510387897,66,0,0.0678318746668185,62.0,0.0075754554040694,0.0565864962752688,2023-11-23,-0.0006688671426287,-0.0059221136934136,-1,2061.81,2089.11,2038.86,2004.24,2063.19,50.25000000000023,92.60785714285716,1,100000.0,123933.66353297587,-0.0006688671426287041
88813138,1,0.99067714,33.26327675,5627147235.886405,0.26515869,0.02133051,-55394.12581813359,66,1,-0.0006688671426287,66.0,0.0255952068883569,0.0369382013690106,2023-11-24,0.0096226131408811,0.0079014574541855,1,2081.65,2134.98,2059.1,2006.5822222222223,2061.81,75.88000000000011,92.89785714285715,1,100000.0,125126.22923228583,0.009622613140881198
21736016,1,0.99310866,26.140756115,5587336842.478162,0.26370919,0.01401682,-32969.69751810486,73,1,0.0096226131408811,66.0,0.0033080433561936,0.0055296591042368,2023-11-25,0.0009703840703287,0.0018231501607666,1,2083.67,2091.29,2066.2,2020.1155555555556,2081.65,25.090000000000146,90.27857142857144,1,100000.0,125247.64973191314,0.0009703840703287892
50742621,1,0.93902505,28.528695135,5372147805.269268,0.25682858,0.01949837,-20281.80503626098,73,1,0.0009703840703287,73.0,8.195643569305217e-05,0.0100144703852825,2023-11-26,-0.0103471279041306,-0.0076869404284668,-1,2062.11,2095.37,2035.9,2031.361111111111,2083.67,59.4699999999998,90.5592857142857,1,100000.0,123951.69628044528,-0.010347127904130726
68237943,1,0.92126412,37.580579846,5414596986.657327,0.26268739,0.01202277,37394.59623707854,66,1,-0.0103471279041306,73.0,-0.0087605862000768,0.0090426935604009,2023-11-27,-0.0169050147664285,-0.0153630225147755,-1,2027.25,2071.01,1985.0,2038.505555555556,2062.11,86.01000000000022,90.32785714285716,1,100000.0,121856.29102450049,-0.016905014766428472
53397785,1,1.01788851,46.073858389,5414227753.456097,0.25821606,0.01530595,33192.66782576579,68,0,-0.0169050147664285,66.0,-0.0055965645133212,0.0142888211352899,2023-11-28,0.0104624491305955,0.0101899299500126,1,2048.46,2075.73,1995.0,2042.4722222222222,2027.25,80.73000000000002,85.59285714285716,1,100000.0,123131.20627058738,0.010462449130595575
45382778,1,0.94757975,42.539356166,5355321976.953774,0.25818403,0.01568919,-11564.81785954628,72,1,0.0104624491305955,68.0,-0.0053596910203076,0.0141761380128332,2023-11-29,-0.00963650742509,-0.0112635124706735,-1,2028.72,2076.66,2018.54,2043.2211111111112,2048.46,58.11999999999989,82.84642857142858,1,100000.0,121944.65148710056,-0.009636507425090146
36393937,1,1.0030253,51.292428374,5471837853.395468,0.26122886,0.01431472,-4440.485614242731,74,1,-0.00963650742509,72.0,0.0040938135797929,0.0119011689846189,2023-11-30,0.0114554990338735,0.0099748656022798,1,2051.96,2055.01,2020.41,2056.5355555555557,2028.72,34.600000000000136,74.3064285714286,1,100000.0,123341.5883243971,0.01145549903387355
67068842,1,1.00598795,47.902562692,5704627707.494848,0.26704737,0.01681492,-3672.6100133379214,71,0,0.0114554990338735,74.0,0.0063211917746218,0.0141094841840111,2023-12-01,0.017144583715082,0.012378591502911,1,2087.14,2112.51,2045.23,2059.1966666666667,2051.96,67.2800000000002,72.96000000000004,1,100000.0,125456.22851097593,0.017144583715082096
62828144,1,1.08513083,39.046408864,6036602582.148897,0.27290302,0.01460362,-20509.464928112,74,1,0.017144583715082,71.0,0.0221455159865741,0.0138832934419269,2023-12-02,0.037836465210767,0.0320881839541491,1,2166.11,2195.0,2086.41,2070.7855555555557,2087.14,108.59000000000015,76.77928571428576,1,100000.0,130203.04873650549,0.037836465210767
52119216,1,1.00481503,37.558175914,6090827484.99962,0.27235764,0.03437278,-24174.465380462003,73,1,0.037836465210767,74.0,0.0225588728009766,0.0134164844241052,2023-12-03,0.0126955694770809,0.0207716216648265,1,2193.61,2218.0,2149.75,2083.2255555555553,2166.11,68.25,76.49214285714291,1,100000.0,131856.05058786756,0.012695569477080948
115693055,1,0.98685055,52.28418084,6099459077.206537,0.26577543,0.03576788,13078.521652257186,74,1,0.0126955694770809,73.0,0.0243537025894316,0.0126693770252062,2023-12-04,0.0225290730804472,0.0173519723342993,1,2243.03,2276.71,2192.04,2100.932222222222,2193.61,84.67000000000007,76.27571428571436,1,100000.0,134826.6451876608,0.02252907308044727
108709350,1,0.99934507,62.249090972,5974556598.545311,0.25415467,0.0258269,8040.665622823522,75,1,0.0225290730804472,74.0,0.0191823753279881,0.0056186882305233,2023-12-05,0.0223224834264363,0.0197497963193915,1,2293.1,2310.56,2186.09,2126.597777777778,2243.03,124.4699999999998,77.68928571428577,1,100000.0,137836.31074030438,0.022322483426436612
73568205,1,0.94067159,61.927988727,5677809536.486584,0.24679879,0.02325857,38197.87407341262,72,1,0.0223224834264363,75.0,0.0061443903051087,0.0282003803235641,2023-12-06,-0.0264183855915572,-0.0107225766597995,-1,2232.52,2312.61,2218.24,2149.4055555555556,2293.1,94.37000000000035,72.69857142857151,1,100000.0,134194.8979346493,-0.026418385591557292
89610180,1,1.03028398,55.535210757,6342428497.698771,0.26183388,0.01841987,-14748.201659835642,72,1,-0.0264183855915572,72.0,0.017156369856832,0.0412351295182503,2023-12-07,0.0555650117356172,0.0329274829212054,1,2356.57,2385.0,2222.0,2183.6400000000003,2232.52,163.0,80.75214285714291,1,100000.0,141651.43901324808,0.05556501173561745
71934034,1,0.98181734,47.393303836,6259040025.806079,0.25838012,0.03146052,-4995.149210058968,72,1,0.0555650117356172,72.0,0.0101667628194518,0.0416961918490386,2023-12-08,0.0013536623142957,0.0030799441559676,1,2359.76,2393.77,2333.63,2220.422222222222,2356.57,60.13999999999987,79.6278571428572,1,100000.0,141843.18722800608,0.0013536623142957893
57912830,1,0.95675457,38.300260671,6290401120.01451,0.26158398,0.03370618,16904.442556375696,73,1,0.0013536623142957,72.0,0.0165093639856062,0.0341045916035327,2023-12-09,-0.0073905820930942,-7.861592081754676e-05,0,2342.32,2407.54,2329.52,2252.684444444445,2359.76,78.01999999999998,83.40857142857146,1,100000.0,140794.88350845137,-0.007390582093094178
34583140,1,0.97998893,38.08614398,6206862873.877737,0.25677017,0.0339306,15541.347065446898,74,-1,-0.0073905820930942,73.0,-0.0003871372451637,0.0063156178746223,2023-12-10,0.0048755080433073,0.0060376837535514,1,2353.74,2379.72,2324.0,2282.306666666667,2342.32,55.7199999999998,83.14071428571432,1,100000.0,141481.3300954533,0.004875508043306942
76559667,1,0.98595685,50.122096805,5550819428.620476,0.24422925,0.02452768,46295.49265230878,67,-1,0.0048755080433073,74.0,-0.022326146245825,0.0370036906986527,2023-12-12,-0.0644633646876883,-0.0086715765959273,-1,2202.01,2244.85,2165.17,2286.295555555556,2353.74,188.5699999999997,90.46642857142857,1,100000.0,132360.9675170109,-0.06446336468768821
85265025,1,0.99102939,53.102099693,5581149486.606436,0.23873759,0.03031212,23714.370518371343,65,-1,-0.0644633646876883,67.0,-0.0108390449649023,0.0477475928939512,2023-12-13,0.0270707217496739,0.005642657437379,1,2261.62,2285.1,2144.05,2293.8522222222223,2202.01,141.04999999999973,94.77499999999998,1,100000.0,135944.07443918154,0.027070721749673954
90884997,1,0.98767121,50.490208853,5772258305.709694,0.2418854,0.01387394,-32728.33972661121,72,1,0.0270707217496739,65.0,-0.0043874080115834,0.0520466834483884,2023-12-14,0.024230418903264,-0.004919762313625,-1,2316.42,2333.44,2224.3,2302.006666666666,2261.62,109.13999999999987,98.41928571428569,1,100000.0,139238.05631025942,0.02423041890326405
68339937,1,0.94138599,62.408897335,5513752193.197713,0.2410121,0.02296945,-30440.057567569194,70,0,0.024230418903264,72.0,0.0034370549139445,0.0385011380482735,2023-12-15,-0.0409899759111043,-0.0161420005280962,-1,2221.47,2319.48,2194.89,2294.047777777778,2316.42,124.59000000000015,104.84714285714283,1,100000.0,133530.6917361929,-0.040989975911104204
28882115,1,0.97044078,56.142820542,5524429400.387526,0.23996756,0.0198453,46630.08006503363,67,1,-0.0409899759111043,70.0,-0.0044926487275253,0.0332979625297274,2023-12-16,0.0032816108252644,-0.0001905223617652,0,2228.76,2263.76,2211.18,2293.6299999999997,2221.47,52.58000000000038,103.79714285714284,1,100000.0,133968.88749969946,0.0032816108252644582
37629406,1,0.93071679,43.035438461,5540349002.711879,0.24553362,0.03001025,-72424.9940332832,73,0,0.0032816108252644,67.0,-0.017527368846162,0.0222547669454584,2023-12-17,-0.0148737414526463,-0.0244392964793005,-1,2195.61,2247.63,2190.01,2275.7455555555553,2228.76,57.61999999999989,100.15642857142855,1,100000.0,131976.26890433027,-0.014873741452646305
73231881,1,0.97842363,65.135843878,5628876333.637292,0.2467487,0.02967418,-8799.82509892527,65,1,-0.0148737414526463,73.0,-0.0001262819788557,0.013373239445837,2023-12-18,0.0112132846908148,0.0060731968548127,1,2220.23,2225.27,2114.35,2260.242222222222,2195.61,110.92000000000007,103.20428571428569,1,100000.0,133456.15637998606,0.01121328469081484
68215622,1,0.94836769,59.461865666,5559500706.162989,0.247723,0.01803148,29477.11837651534,73,1,0.0112132846908148,65.0,-0.0074477352821286,0.0162727497555862,2023-12-19,-0.0186827490845543,-0.0120664082646314,-1,2178.75,2255.8,2135.5,2242.067777777778,2220.23,120.30000000000018,105.7492857142857,1,100000.0,130962.82849654973,-0.018682749084554362
90381508,1,1.01643601,59.904298984,5624833607.909813,0.24521149,0.01870577,83279.01311382337,74,1,-0.0186827490845543,73.0,0.0013916090192602,0.0173862397218918,2023-12-20,0.0116442914515202,0.0165036568493147,1,2204.12,2269.15,2158.01,2225.4433333333336,2178.75,111.13999999999987,104.79714285714284,1,100000.0,132487.79784087904,0.011644291451520461
109533097,1,1.00066014,37.78044226,6392656358.84037,0.26028428,0.03837712,-98467.02347386,74,1,0.0116442914515202,74.0,0.0164187059933029,0.0377159923687695,2023-12-22,0.0562945756129429,0.0153445841822065,1,2328.2,2347.07,2232.51,2239.4644444444443,2204.12,142.95000000000027,108.26714285714284,1,100000.0,139946.1421942247,0.05629457561294293
50061639,1,0.93583725,25.841520736,6130881705.431094,0.25181069,0.019369,-7981.4874728732975,70,1,0.0562945756129429,74.0,0.0201980457434188,0.0326705575987545,2023-12-23,-0.0073447298342066,-0.0089969170541786,-1,2311.1,2334.15,2265.66,2244.9622222222224,2328.2,68.49000000000024,101.51642857142858,1,100000.0,138918.27558846865,-0.0073447298342066425
59453354,1,0.9271197,25.76194357,5913189209.773235,0.24815785,0.02313027,-18964.10875255626,71,1,-0.0073447298342066,70.0,0.0098781227668264,0.0406409894183349,2023-12-24,-0.019315477478257,-0.0130631419244753,-1,2266.46,2330.18,2243.22,2239.411111111111,2311.1,86.96000000000004,103.43214285714286,1,100000.0,136235.00276502126,-0.019315477478257237
42672738,1,0.96738344,26.045896236,5965525999.360795,0.24928663,0.03470038,16241.203395256074,73,1,-0.019315477478257,71.0,-0.007871937362731,0.0111892554556553,2023-12-25,0.0030443952242704,-0.0022701541837756,-1,2273.36,2308.34,2255.4,2245.1766666666667,2266.46,52.940000000000055,101.64071428571431,1,100000.0,136649.75595681756,0.0030443952242704686
74837009,1,0.87838711,22.207584805,5806586180.594819,0.24702699,0.05427239,6057.75426650513,71,0,0.0030443952242704,73.0,-0.0113796359504468,0.0125125309385825,2023-12-26,-0.0178678255973538,-0.019918632004083,-1,2232.74,2277.81,2180.03,2245.6188888888887,2273.36,97.77999999999975,104.64500000000001,1,100000.0,134208.12194946018,-0.017867825597353892
91737338,1,1.04680314,31.475090098,6630556695.9453125,0.26501804,0.03167604,-47897.47964694386,73,1,-0.0178678255973538,71.0,0.0173170087081048,0.0440892231877144,2023-12-27,0.066774456497398,0.0422508362954007,1,2381.83,2396.34,2214.56,2266.31,2232.74,181.7800000000002,104.16000000000005,1,100000.0,143169.7963501719,0.066774456497398
118750261,1,0.9572367,34.067777487,6232182288.143698,0.25314176,0.05132913,-16063.915077001671,73,0,0.066774456497398,73.0,0.0113844229964148,0.047994445818696,2023-12-28,-0.0147533619107996,-0.0087089932312523,-1,2346.69,2452.99,2336.53,2280.3611111111113,2381.83,116.45999999999958,102.40357142857147,1,100000.0,141057.56052992234,-0.014753361910799678
113540828,1,0.93653152,28.027641089,5801055619.938922,0.23985523,0.03204889,-46804.95066555136,65,0,-0.0147533619107996,73.0,0.0108489521347691,0.0484903928304721,2023-12-29,-0.0194742381822908,-0.0093589283255673,-1,2300.99,2390.44,2256.0,2293.9433333333336,2346.69,134.44000000000005,104.21071428571433,1,100000.0,138310.5719987497,-0.01947423818229088
45375625,1,0.97921818,22.897728249,5679150190.610889,0.23559407,0.03396314,-13635.465894876455,68,1,-0.0194742381822908,65.0,-0.0125434943999756,0.0082604327551214,2023-12-30,-0.0034028831068365,-0.0028151490092744,-1,2293.16,2325.25,2270.0,2303.8366666666666,2300.99,55.25,99.25785714285719,1,100000.0,137839.91728979826,-0.003402883106836563
35316233,0,0.97013363,17.377901165,5614210231.975149,0.23473503,0.03297219,-43755.18834533799,67,1,-0.0034028831068365,68.0,-0.0090705837440293,0.009021865510787,2023-12-31,-0.0043346299429608,-0.0024721155297218,-1,2283.22,2322.63,2258.88,2298.838888888889,2293.16,63.75,100.0557142857143,1,100000.0,137242.43225697865,-0.004334629942960966
37104016,1,1.04271363,14.906085174,5820719390.940065,0.23568051,0.03502752,37674.69190288155,65,-1,-0.0043346299429608,67.0,0.0079731775671262,0.0205161216403405,2024-01-01,0.031657045751176,0.0209971601271944,1,2355.5,2355.53,2267.0,2303.772222222222,2283.22,88.5300000000002,102.26357142857147,1,100000.0,141587.1222139405,0.03165704575117623
94410193,1,0.98220945,22.28459059,5889237296.527305,0.23778265,0.05391359,7367.692442021216,71,1,0.031657045751176,65.0,0.0093084200716409,0.0195112907200266,2024-01-02,0.0006028444067076,0.0036136872669549,1,2356.92,2436.24,2340.0,2313.8233333333333,2355.5,96.23999999999978,101.21500000000002,1,100000.0,141672.47721862904,0.0006028444067076588
182755445,0,0.9056901,39.988832546,5143029396.747763,0.22164371,0.01120561,-16819.681957323104,70,-1,0.0006028444067076,71.0,-0.0099205770934215,0.0477177112993077,2024-01-03,-0.0620216214381482,-0.0354378274843147,-1,2210.74,2387.47,2069.24,2306.865555555555,2356.92,318.23,115.35285714285715,1,100000.0,132885.72046837053,-0.06202162143814827
70420051,0,0.99375623,26.099893223,5222507764.828817,0.21937972,0.00885342,-7114.280734133441,68,-1,-0.0620216214381482,70.0,-0.0116025926664807,0.045559465245566,2024-01-04,0.0266109990319984,0.0054059083813135,1,2269.57,2297.35,2203.22,2310.957777777778,2210.74,94.13000000000011,114.13785714285716,1,100000.0,136421.94224712078,0.026610999031998706
72634682,0,0.9893486,22.821996688,5217385656.951999,0.21786706,0.01052831,55738.29272724397,72,1,0.0266109990319984,68.0,-0.0118123530440164,0.0454765458279815,2024-01-05,-2.6436725899636748e-05,-0.0105982398422178,-1,2269.51,2279.29,2206.49,2298.4777777777776,2269.57,72.80000000000018,109.12714285714287,1,100000.0,136418.3356976269,-2.6436725899636748e-05
24516458,0,0.95860917,20.329524156,5137158534.06769,0.21749526,0.01132977,-9855.30455967522,70,1,-2.6436725899636748e-05,72.0,0.0046976263597742,0.019974797094983,2024-01-06,-0.0124916832267759,-0.0042058566605432,-1,2241.16,2271.14,2217.3,2286.7522222222224,2269.51,53.83999999999969,108.08071428571427,1,100000.0,134714.24106176817,-0.012491683226775852
32211420,0,0.95934458,32.535045832,5192311503.896391,0.22220142,0.00941502,-23508.49238965113,71,0,-0.0124916832267759,70.0,-0.0070313453320509,0.0063745483443028,2024-01-07,-0.0085759160434774,-0.0073831745630364,-1,2221.94,2258.12,2204.22,2277.9688888888886,2241.16,53.90000000000009,105.71928571428569,1,100000.0,133558.94304056166,-0.008575916043477516
94703181,0,1.01852558,27.437921443,5390509294.137495,0.21953974,0.01129482,4436.456788967596,71,0,-0.0085759160434774,71.0,0.0095305691539005,0.0348076140070635,2024-01-08,0.049659306731955,0.0205219488095344,1,2332.28,2360.02,2165.76,2282.3155555555554,2221.94,194.25999999999976,115.8135714285714,1,100000.0,140191.38755980862,0.049659306731955066
134200474,0,0.98262636,24.802785501,5531125152.699889,0.22323875,0.01422672,40881.77652166993,76,0,0.049659306731955,71.0,0.0155796002816874,0.0303595529472266,2024-01-09,0.0056554101565848,0.000797734260771,0,2345.47,2377.0,2214.13,2289.2322222222224,2332.28,162.8699999999999,120.46285714285712,1,100000.0,140984.22735688006,0.0056554101565846615
220815546,0,1.00943773,41.561765444,6404029902.2571535,0.2345058,0.02184759,-4446.056083678734,73,-1,0.0056554101565848,76.0,0.0525436989914691,0.048394995257232,2024-01-10,0.1023163800858677,0.0401591338421059,1,2585.45,2646.39,2341.06,2314.782222222222,2345.47,305.3299999999999,129.2878571428571,1,100000.0,155409.223149239,0.10231638008586774
136543471,0,0.98476128,35.400353754,6571412106.242429,0.23679826,0.02565696,55181.58734253538,76,1,0.1023163800858677,73.0,0.0403083492986196,0.0538243583901002,2024-01-11,0.0129532576534066,0.0047158051360291,1,2618.94,2692.49,2566.7,2343.8955555555553,2585.45,125.78999999999996,129.9542857142857,1,100000.0,157422.27885840685,0.012953257653406602
210981458,0,0.98173506,27.776006348,6362573856.82951,0.23835119,0.0166852,-30945.04795439588,71,0,0.0129532576534066,76.0,0.0260785235070798,0.07059632599326,2024-01-12,-0.0370340672180348,0.005154078744457,1,2521.95,2718.19,2456.03,2378.4744444444445,2618.94,262.15999999999985,139.07714285714283,1,100000.0,151592.29160154838,-0.037034067218034816
104233627,0,0.98470041,19.986845329,6477447101.2756,0.23742504,0.01092299,7951.477437674126,64,1,-0.0370340672180348,71.0,-0.0006569780899058,0.0318344211779492,2024-01-13,0.0221098752949107,0.0028171079836976,1,2577.71,2589.67,2497.04,2412.712222222222,2521.95,92.63000000000011,141.74714285714282,1,100000.0,154943.97826452838,0.02210987529491093
57768697,0,0.93254461,38.786781856,6323117719.161476,0.24122122,0.01706342,18212.74293960107,60,-1,0.0221098752949107,64.0,-0.0185138797307372,0.0352267974337075,2024-01-14,-0.0406174472690875,-0.0322542474029089,-1,2473.01,2578.4,2469.85,2435.3233333333333,2577.71,108.55000000000018,144.94714285714284,1,100000.0,148650.54939770626,-0.04061744726908756
55922013,0,0.97588227,26.164485426,6381918615.469291,0.24081294,0.02113976,-48106.41241589177,52,-1,-0.0406174472690875,60.0,-0.0009960076408721,0.0344710307164971,2024-01-15,0.0155195490515605,-0.0015736797545768,-1,2511.39,2553.46,2471.41,2465.3488888888887,2473.01,82.05000000000018,144.4842857142857,1,100000.0,150957.53889062538,0.0155195490515605
67037471,0,0.9785097,36.888126668,6710065935.392392,0.24651497,0.01403908,-21108.64199339028,64,-1,0.0155195490515605,52.0,0.0015992988471835,0.0372606944332093,2024-01-16,0.0298957947590776,-0.0064205744980518,-1,2586.47,2613.54,2498.96,2505.8522222222223,2511.39,114.57999999999993,145.7942857142857,1,100000.0,155470.53449063498,0.029895794759077443
66387849,0,0.97509669,40.102180616,6440902833.50176,0.24323042,0.00946701,-43562.79638805799,60,0,0.0298957947590776,64.0,0.0076804066682777,0.027002318635145,2024-01-17,-0.0223741238058048,-0.0053096817307505,-1,2528.6,2591.75,2504.32,2527.6655555555553,2586.47,87.42999999999984,129.3085714285714,1,100000.0,151992.01750378686,-0.022374123805804835
69253082,0,0.91914743,37.668315197,6504934211.693948,0.25341008,0.01778937,-90381.01832073682,63,1,-0.0223741238058048,60.0,-0.0052243274048293,0.0304176848677586,2024-01-18,-0.0231946531677608,-0.0190597764789034,-1,2469.95,2547.64,2424.66,2541.496666666667,2528.6,122.98000000000002,131.3692857142857,1,100000.0,148466.6153735183,-0.023194653167760815
69001236,0,0.98015783,33.271450114,6469511228.275009,0.25025925,0.0206634,-31741.39599861309,51,0,-0.0231946531677608,63.0,-0.0124162568319005,0.0179628165705541,2024-01-19,0.0083200064778639,-0.0063188379366589,-1,2490.5,2503.27,2412.6,2530.9466666666667,2469.95,90.67000000000007,132.64571428571426,1,100000.0,149701.85857517252,0.008320006477864128
22302199,0,0.94665014,19.308792981,6454144177.932408,0.25102251,0.01251513,19088.499157788057,52,1,0.0083200064778639,51.0,-0.0076069474109868,0.0157600685314573,2024-01-20,-0.0079461955430636,-0.012092917057027,-1,2470.71,2490.53,2452.73,2514.476666666667,2490.5,37.80000000000018,131.5,1,100000.0,148512.29833377412,-0.00794619554306375
14299511,0,0.95113631,16.362395893,6402654578.870599,0.25001443,0.00947758,13925.360353851458,56,-1,-0.0079461955430636,52.0,-0.0019287872157233,0.0089205268137413,2024-01-21,-0.0061601725819704,-0.0070452391205901,-1,2455.49,2482.12,2450.0,2507.0922222222225,2470.71,32.11999999999989,129.9442857142857,1,100000.0,147597.43694549298,-0.006160172581970436
116553367,0,0.91379373,21.817992413,6128450206.156525,0.25426383,0.01369593,-5855.399137041182,55,1,-0.0061601725819704,56.0,-0.0241415557067821,0.029611396553725,2024-01-22,-0.0583182989953124,-0.0339222590852837,-1,2312.29,2464.51,2301.01,2477.601111111111,2455.49,163.5,127.74714285714286,0,138989.80548676397,138989.80548676397,-0.05831829899531227
122396610,0,0.93704096,18.590570686,5662805388.731163,0.24362863,0.01341984,-48633.60697393189,50,-1,-0.0583182989953124,55.0,-0.031725104412139,0.0260942624144552,2024-01-23,-0.0306968416591344,-0.0323146187339023,-1,2241.31,2349.77,2165.0,2451.8566666666666,2312.29,184.76999999999998,129.3114285714286,-1,138989.80548676397,138989.80548676397,0.0
55553088,0,0.97421139,15.447411952,5623863412.348732,0.24384048,0.01199135,-50395.00592670357,48,0,-0.0306968416591344,50.0,-0.0307692859533365,0.0275128624275432,2024-01-24,-0.0032927172055629,-0.0168911269520087,-1,2233.93,2263.27,2195.07,2421.027777777778,2241.31,68.19999999999982,112.37357142857142,-1,138989.80548676397,139448.97151456802,0.0033035950096913513
50503379,0,1.00224507,28.88367005,5659116508.582499,0.24489194,0.01357818,101938.78131075378,52,0,-0.0032927172055629,48.0,-0.0137754682308179,0.0147931877262345,2024-01-25,-0.0073368458277564,-0.0014000222307385,-1,2217.54,2242.36,2168.96,2380.0355555555557,2233.93,73.40000000000009,108.63142857142859,-1,138989.80548676397,140479.64904152302,0.0073910729907915584
54140232,0,1.02330679,22.573714573,5865508856.356299,0.24882687,0.01102754,-23276.21860404988,49,-1,-0.0073368458277564,52.0,0.0039140246686407,0.0161121486740824,2024-01-26,0.0223716370392417,0.0081639293377385,1,2267.15,2282.02,2194.72,2350.9855555555555,2217.54,87.30000000000018,96.1414285714286,-1,138989.80548676397,137405.65950005024,-0.021882098670136685
15989138,0,0.94025436,15.310918127,5797515684.59445,0.24662831,0.00825456,-31029.10970507702,55,1,0.0223716370392417,49.0,0.0050262998177033,0.0154681984484375,2024-01-27,4.410824162492944e-05,-0.0105614033157803,-1,2267.25,2282.74,2250.36,2328.463333333333,2267.15,32.379999999999654,91.83785714285715,-1,138989.80548676397,137399.5990453364,-4.410629617368489e-05
29592096,0,0.9795766,14.594281982,5580482743.746951,0.24001539,0.01070193,-65541.6455028191,54,-1,4.410824162492944e-05,55.0,0.005870856542514,0.0144941663451354,2024-01-28,-0.0048031756533244,-0.0030833359247579,-1,2256.36,2308.26,2238.99,2302.4477777777774,2267.25,69.27000000000044,89.03214285714287,-1,138989.80548676397,138062.73863015606,0.00482635749614424
42167132,0,1.0200858,16.805633146,5825830956.900265,0.24347926,0.01453366,25874.69630371465,55,0,-0.0048031756533244,54.0,0.0073897532094371,0.0170935935598444,2024-01-29,0.0269283270400111,0.0113555929995233,1,2317.12,2322.44,2232.95,2285.382222222222,2256.36,89.49000000000024,89.56357142857145,-1,138989.80548676397,134442.4289357215,-0.026222206877502985
