volume,sentiment,Taker Buy Sell Ratio,Gas Price (Mean),Open Interest,Estimated Leverage Ratio,Funding Rates,Exchange Netflow (Total),fng_value,Daily_sentiment,lag_return_1,lag_fng,ma_3,volatility_3,Datetime,Actual_Return,Predicted_Return,Signal,Price,high,low,MA_9,Prev_Close,TR,ATR_14,Position,Cash,Portfolio_Value,Daily_Return
53592217,1,0.96443439,27.247936476,4625459767.538194,0.24013172,0.01986933,98663.597657074,68,1,0.0108705442590466,72.0,0.0056488018183853,0.0066662316820402,2023-10-30,0.0079357565699711,-0.0027336085669146,-1,1809.92,1831.97,1777.55,1774.14,1795.67,54.42000000000007,64.06071428571428,1,100000.0,108792.76766608159,0.007935756569971142
43561949,1,0.96583133,29.033154312,4646992623.241363,0.24029554,0.01353181,-2692.4610871507903,66,0,0.0079357565699711,68.0,0.007441931134425,0.0037003226735938,2023-10-31,0.0035194925742574,-0.0031550195754429,-1,1816.29,1820.79,1781.33,1791.101111111111,1809.92,39.460000000000036,63.30214285714286,1,100000.0,109175.66300401528,0.0035194925742574323
75884056,1,0.98622559,30.502115045,4878707481.32112,0.24776735,0.02011179,7094.640195278218,66,-1,0.0035194925742574,66.0,0.0097902967896409,0.0073750771901829,2023-11-01,0.0179156412246943,0.002417717137547,1,1848.83,1861.77,1783.4,1800.211111111111,1816.29,78.36999999999989,66.70785714285714,1,100000.0,111131.61501286336,0.017915641224694356
53542134,1,0.91915132,30.074060484,4585910698.265626,0.23941513,0.023504,-36890.686464968254,72,1,0.0179156412246943,66.0,-0.0014117183260916,0.0222074526733906,2023-11-02,-0.0256702887772266,-0.01472108056395,-1,1801.37,1877.0,1785.36,1802.0411111111111,1848.83,91.6400000000001,70.85285714285715,1,100000.0,108278.83436320357,-0.02567028877722677
56983538,1,1.02761276,23.092755495,5064911494.85907,0.25285893,0.02168521,-17534.827957143192,70,0,-0.0256702887772266,72.0,0.0144799070593113,0.0385473357754479,2023-11-05,0.0511943687304663,0.0262336159026935,1,1893.59,1916.16,1847.93,1813.9066666666668,1801.37,114.79000000000019,74.03000000000002,1,100000.0,113822.1009352985,0.051194368730466344
55054089,1,0.97155453,34.963340751,5076827514.61291,0.25376037,0.01702712,-70697.53619774082,74,0,0.0511943687304663,70.0,0.0099374103437835,0.0387424765745793,2023-11-06,0.0042881510781109,-0.0074401789476541,-1,1901.71,1915.83,1870.6,1824.8233333333333,1893.59,45.23000000000002,73.52428571428574,1,100000.0,114310.18730013704,0.004288151078110758
64814118,1,0.95946474,31.764118198,4810335069.170317,0.24317564,0.01238163,-29069.49659729924,68,0,0.0042881510781109,74.0,0.0158211404026147,0.03124605671785,2023-11-07,-0.008019098600733,-0.0059462670951871,-1,1886.46,1908.67,1850.88,1836.6888888888889,1901.71,57.789999999999964,74.29928571428573,1,100000.0,113393.52263710898,-0.008019098600733021
37075513,1,0.96004212,36.835194279,4925166757.011502,0.24829317,0.0165453,8704.539715201478,66,1,-0.008019098600733,68.0,-0.0006994199476843,0.0064765842195695,2023-11-08,0.0016326876795691,-0.0049357234078995,-1,1889.54,1906.37,1873.58,1849.264444444444,1886.46,32.789999999999964,66.1507142857143,1,100000.0,113578.65884446153,0.0016326876795691447
203252598,1,1.05700297,57.102480375,5800378137.724618,0.25794451,0.03459164,85234.24771786132,69,1,0.0016326876795691,66.0,0.0389658543186919,0.0731809279048669,2023-11-09,0.1232839738772397,0.0692345834921343,1,2122.49,2134.17,1883.26,1885.5777777777776,1889.54,250.91000000000008,77.00142857142859,1,100000.0,127581.08725445406,0.12328397387723977
95530461,1,0.97213095,44.566249163,5662285420.926065,0.25496414,0.04584948,91712.78468865064,70,1,0.1232839738772397,69.0,0.0349062288456343,0.0773117961318204,2023-11-10,-0.0201979750199058,-0.0047248417423045,-1,2079.62,2138.54,2066.72,1915.5444444444443,2122.49,71.82000000000016,77.85714285714289,1,100000.0,125004.20764107618,-0.020197975019905723
81000027,1,0.94708161,33.766431271,5476999286.354083,0.25046323,0.02091192,-10507.063141319726,70,1,-0.0201979750199058,70.0,0.030433397278299,0.080520887499277,2023-11-11,-0.0117858070224367,-0.0031078797490088,-1,2055.11,2092.8,2031.04,1942.0800000000002,2079.62,61.76000000000022,74.71428571428577,1,100000.0,123530.93217282585,-0.0117858070224367
50075861,1,0.92054376,32.887947141,5486804645.884221,0.25345025,0.037144,-61739.46371826483,73,0,-0.0117858070224367,70.0,-0.011931265692678,0.0081949482475252,2023-11-12,-0.0038100150356915,-0.0205308413382873,-1,2047.28,2069.67,2014.13,1964.1299999999999,2055.11,55.539999999999964,74.15142857142861,1,100000.0,123060.27746387439,-0.0038100150356915607
