volume,sentiment,Taker Buy Sell Ratio,MVRV Ratio,Open Interest,Funding Rates,Estimated Leverage Ratio,Exchange Netflow (Total),fng_value,Daily_sentiment,lag_return_1,lag_fng,ma_3,volatility_3,Datetime,Actual_Return,Predicted_Return,Signal,Price,high,low,MA_9,Prev_Close,TR,ATR_14,Position,Cash,Portfolio_Value,Daily_Return
8655129,1,1.03451231,1.67972007,9725347221.0,0.02217425,0.19366946,1814.9359689999983,72,0,0.0057866376449979,65.0,0.0037972807564722,0.0104395155570334,2023-10-29,0.0130989768898506,0.0118207937616235,1,34548.6,34785.5,33951.6,33126.74444444445,34101.9,833.9000000000015,1594.7142857142858,1,100000.0,115185.03700740148,0.013098976889850844
13042186,1,0.95639549,1.67582625,9528499042.159996,0.0152923516666666,0.1902798,190.5674026400011,68,1,0.0130989768898506,72.0,0.0059285715612081,0.0071005023839507,2023-10-30,-0.001099899851224,-0.005910793203213,-1,34510.6,34888.0,34072.0,33638.177777777775,34548.6,816.0,1405.8785714285716,1,100000.0,115058.3450023338,-0.001099899851224162
10198652,1,1.00268322,1.6823578,9673502039.300346,0.01011157,0.1921616,-657.8186313599945,66,0,-0.001099899851224,68.0,0.0056339728281477,0.0071276181155232,2023-10-31,0.0049028414458167,0.0094157563696427,1,34679.8,34768.2,34038.2,34158.82222222222,34510.6,730.0,1418.6071428571431,1,100000.0,115622.45782489833,0.0049028414458167635
20029104,1,1.00911231,1.716338,9839777084.975307,0.0160952533333333,0.19150386,1397.3355258299998,66,-1,0.0049028414458167,66.0,0.0087359716983388,0.0122122656976032,2023-11-01,0.0224049735004239,0.0091956840722121,1,35456.8,35769.0,34100.0,34421.63333333333,34679.8,1669.0,1475.957142857143,1,100000.0,118212.97592851905,0.02240497350042392
15862017,1,0.92332509,1.69204123,9474089659.691902,0.020020815,0.18595215,9901.266941380003,72,1,0.0224049735004239,66.0,0.0043860672986644,0.0182827717021245,2023-11-02,-0.0141496130502472,-0.0146267651867018,-1,34955.1,36067.4,34313.1,34535.822222222225,35456.8,1754.300000000003,1541.8857142857146,1,100000.0,116540.30806161232,-0.0141496130502472
8484767,1,0.9860747,1.692506,9720542161.0,0.0147283166666666,0.19106658,2135.2355407799987,70,0,-0.0141496130502472,72.0,0.0035995410309413,0.0183001705592547,2023-11-05,0.0025432626426473,0.0007353991929629,0,35044.0,35438.6,34328.0,34596.02222222222,34955.1,1110.5999999999985,1500.8857142857146,1,100000.0,116836.70067346803,0.0025432626426473703
7815319,1,0.99293297,1.6936217,9744758753.0,0.0151897599999999,0.19104469,4099.196591760003,74,0,0.0025432626426473,70.0,-0.0036785464338539,0.0091216866288456,2023-11-06,0.000570711106038,0.0008730931772046,0,35064.0,35309.7,34758.3,34696.27777777778,35044.0,551.3999999999942,1474.6857142857145,1,100000.0,116903.38067613523,0.0005707111060380132
14844683,1,1.0033671,1.70977843,10005602930.008688,0.0082530216666666,0.19436863,2480.874026379999,68,0,0.000570711106038,74.0,0.00433196797783,0.0049065568645728,2023-11-07,0.0098819301848049,0.0093475706853888,1,35410.5,35920.1,34532.7,34863.47777777778,35064.0,1387.4000000000015,1526.6785714285718,1,100000.0,118058.61172234447,0.009881930184804988
12969111,1,1.00704452,1.71886857,10140983472.07156,0.0103231966666666,0.19707814,-5768.111602239995,66,1,0.0098819301848049,68.0,0.0056191737331148,0.0047050718197211,2023-11-08,0.0064048799085016,0.0093433255077716,1,35637.3,36217.5,35100.0,35034.07777777778,35410.5,1117.5,1183.1357142857144,1,100000.0,118814.76295259054,0.006404879908501915
41181848,1,1.06164632,1.76566578,9615329440.005676,0.0183255733333333,0.18231646,-821.3258917099956,69,1,0.0064048799085016,66.0,0.0155428716292403,0.0129336300695689,2023-11-09,0.0303418047944146,0.0291045228583461,1,36718.6,38091.6,35548.0,35275.188888888886,35637.3,2543.5999999999985,1190.5857142857142,1,100000.0,122419.8172967927,0.030341804794414617
16082565,1,0.94575033,1.7927248,9616925812.058592,0.0338288633333333,0.17599035,29928.05674157001,70,1,0.0303418047944146,69.0,0.0177438393342203,0.0120180246045095,2023-11-10,0.0164848332997447,-0.0090514981375254,-1,37323.9,37565.2,36351.6,35587.77777777778,36718.6,1213.5999999999985,1170.9928571428568,1,100000.0,124437.8875775155,0.016484833299744484
8616138,1,0.95348608,1.78306727,9538164789.552065,0.012497555,0.17523217,1892.103363739996,70,1,0.0164848332997447,70.0,0.0141486889773272,0.0174786734547879,2023-11-11,-0.0043805711621776,-0.0078061037591909,-1,37160.4,37419.1,36609.6,35863.4,37323.9,809.5,1150.778571428571,1,100000.0,123892.77855571115,-0.004380571162177493
6182403,1,0.98223672,1.77972713,9627156842.871387,0.02151521,0.17715425,827.2468157600015,73,0,-0.0043805711621776,70.0,0.0035144869514936,0.0113207856987912,2023-11-12,-0.0015608012830863,-0.0012875598344889,-1,37102.4,37264.6,36744.6,36046.24444444445,37160.4,520.0,1123.2571428571428,1,100000.0,123699.40654797626,-0.0015608012830863327
13006862,1,0.94051442,1.74875206,9545024189.907568,0.0184103666666666,0.17877021,1063.6122536500045,72,0,-0.0015608012830863,73.0,-0.0075254716407668,0.0080141116886733,2023-11-13,-0.0166350424770366,-0.0101233661499463,-1,36485.2,37469.8,36355.0,36216.25555555555,37102.4,1114.800000000003,1155.1142857142856,1,100000.0,121641.66166566646,-0.01663504247703662
22813314,1,0.91403108,1.70485287,9078667684.638788,0.0143842733333333,0.17406592,3845.364596879997,69,0,-0.0166350424770366,72.0,-0.0144275761016963,0.0119173750994055,2023-11-14,-0.0250868845449661,-0.0238973910031669,-1,35569.9,36782.8,34566.8,36274.68888888889,36485.2,2216.0,1253.8357142857142,1,100000.0,118590.05134360206,-0.025086884544966104
28367191,1,1.05222597,1.81514543,9935486880.725506,0.01076773,0.17878075,1579.3080779099982,60,1,-0.0250868845449661,69.0,0.0078301712779631,0.0498738614408478,2023-11-15,0.065212440855892,0.0398708586144995,1,37889.5,37999.0,35394.3,36588.63333333333,35569.9,2604.699999999997,1381.5999999999997,1,100000.0,126323.59805294393,0.06521244085589228
25701789,1,0.930383,1.73078008,9466177688.554531,0.0118814849999999,0.17860245,1791.007800579995,70,0,0.065212440855892,60.0,-0.0016852754646816,0.0587998771321554,2023-11-16,-0.045181382704971,-0.026243391091981,-1,36177.6,37961.4,35500.9,36673.86666666667,37889.5,2460.5,1505.2071428571423,1,100000.0,120616.12322464492,-0.045181382704971074
19031147,1,0.99773858,1.75254871,9269898306.472668,0.0093636166666666,0.17274622,-2048.071834399998,63,0,-0.045181382704971,70.0,0.0107799265232331,0.0552127881968591,2023-11-17,0.0123087214187784,0.0129954492777162,1,36622.9,36899.9,35865.1,36783.37777777778,36177.6,1034.800000000003,1459.9071428571426,1,100000.0,122100.75348403014,0.012308721418778479
5545786,1,0.96146223,1.7503449,9380342586.625566,0.0092623233333333,0.1748974,798.3794518600007,69,-1,0.0123087214187784,63.0,-0.011296139728768,0.0300922366391586,2023-11-18,-0.0010157579001117,-0.0166468169570849,-1,36585.7,36875.1,36204.5,36768.61111111111,36622.9,670.5999999999985,1382.4999999999995,1,100000.0,121976.72867906913,-0.001015757900111769
7156784,1,1.09227565,1.78723103,9734858603.126225,0.0080134633333333,0.17767933,139.68773201000295,66,1,-0.0010157579001117,69.0,0.0110212548928942,0.0114477070189462,2023-11-19,0.0217708011600161,0.0231600404972553,1,37382.2,37526.4,36390.0,36775.08888888889,36585.7,1136.4000000000015,1384.342857142857,1,100000.0,124632.25978529037,0.02177080116001595
17604817,1,0.95000625,1.78935734,9843651362.0,0.01065997,0.17995687,-1279.4324647199974,69,1,0.0217708011600161,66.0,0.0076548836803826,0.0123306565382175,2023-11-20,0.0022096077812436,-0.0088805283164572,-1,37464.8,37777.9,36600.0,36808.911111111105,37382.2,1177.9000000000015,1429.0928571428574,1,100000.0,124907.64819630595,0.0022096077812439052
26196655,1,0.89852922,1.7038699,9308190245.060991,0.0078611616666666,0.1792446,-2307.728772759998,71,1,0.0022096077812436,69.0,-0.0074450219503595,0.0350548734087832,2023-11-21,-0.0463154747923385,-0.0250870909719225,-1,35729.6,37676.9,35710.3,36656.37777777778,37464.8,1966.5999999999985,1470.4642857142858,1,100000.0,119122.49116489965,-0.04631547479233855
18934403,1,1.06748125,1.77060911,9608551650.140724,0.0089803633333333,0.17706269,-10619.778048380002,62,1,-0.0463154747923385,71.0,0.0011028672215789,0.0468747718035662,2023-11-22,0.0474144686758317,0.0330945912598809,1,37423.7,37881.9,35600.0,36760.65555555556,35729.6,2281.9000000000015,1553.6357142857144,1,100000.0,124770.62079082482,0.04741446867583177
10044470,1,0.98586233,1.77702436,9709192047.077574,0.0118142016666666,0.17971935,-324.8632564899963,66,0,0.0474144686758317,62.0,-0.0007978151332115,0.0469230361881942,2023-11-23,-0.003492439283128,-0.0078176374020633,-1,37293.0,37653.8,36866.2,36952.11111111111,37423.7,787.6000000000058,1428.2071428571435,1,100000.0,124334.86697339467,-0.003492439283128035
21240094,1,1.01800431,1.79571724,9760608318.0,0.0132325333333333,0.17930893,-652.3438605299962,66,1,-0.003492439283128,66.0,0.0186271261107276,0.0261002444201115,2023-11-24,0.0119593489394793,0.023190704154392,1,37739.0,38438.9,37258.8,36935.38888888889,37293.0,1180.0999999999985,1425.8142857142864,1,100000.0,125821.83103287325,0.011959348939479364
3745831,1,0.97152171,1.79801168,9736012508.704197,0.0076486033333333,0.17864093,-3602.425110019998,73,1,0.0119593489394793,66.0,0.0033398933333424,0.0078793906017044,2023-11-25,0.0015527703436761,-0.0045982555826244,-1,37797.6,37915.0,37603.7,37115.38888888889,37739.0,311.3000000000029,1390.2285714285722,1,100000.0,126017.20344068814,0.0015527703436764018
9342447,1,0.94642717,1.7817409,9598324361.648155,0.0094413616666666,0.17799043,-3246.9308651799984,73,1,0.0015527703436761,73.0,0.0015117862846406,0.0104681148562911,2023-11-26,-0.0089767604292334,-0.0067636411064965,-1,37458.3,37832.8,37137.4,37208.21111111111,37797.6,695.4000000000015,1402.757142857144,1,100000.0,124885.9771954391,-0.008976760429233566
13358445,1,0.94644454,1.77110618,9574369256.161585,0.0064774983333333,0.17862087,-6031.745064169998,66,1,-0.0089767604292334,73.0,-0.0043460777079386,0.0053780979029011,2023-11-27,-0.0056142430382586,-0.0078926373708811,-1,37248.0,37580.0,36705.7,37281.799999999996,37458.3,874.3000000000029,1385.5785714285723,1,100000.0,124184.83696739348,-0.005614243038258637
15943547,1,1.02478783,1.79725497,9895753385.265133,0.00821206,0.18282687,-6637.50494626,68,0,-0.0056142430382586,66.0,0.0002963407685679,0.0132565021231461,2023-11-28,0.0154800257731957,0.0133252674564692,1,37824.6,38396.1,36872.0,37330.955555555556,37248.0,1524.0999999999985,1336.1571428571438,1,100000.0,126107.22144428885,0.015480025773195738
13833250,1,1.01025221,1.79763035,10025079201.596214,0.0058851749999999,0.18548051,-5182.94365899,72,1,0.0154800257731957,68.0,0.0034921654658247,0.0108383170992309,2023-11-29,0.000610713662537,0.0091281638919507,1,37847.7,38550.5,37532.2,37373.5,37824.6,1018.3000000000029,1222.8428571428583,1,100000.0,126184.23684736945,0.0006107136625370657
7931684,1,0.97130406,1.79033141,9998522654.826836,0.0067071516666666,0.18547413,-827.021148620006,74,1,0.000610713662537,72.0,0.0042327317022504,0.0099439799162815,2023-11-30,-0.0033925443289815,-0.0025717159081752,-1,37719.3,38139.0,37450.1,37594.57777777778,37847.7,688.9000000000015,1096.3000000000013,1,100000.0,125756.15123024606,-0.003392544328981395
17526998,1,1.0818717,1.83320341,11104713065.82116,0.0153788483333333,0.20066169,1481.1100740700058,71,0,-0.0033925443289815,74.0,0.0076271413179564,0.0157474618884527,2023-12-01,0.0256632546203137,0.0255807742833122,1,38687.3,39006.1,37610.4,37734.97777777778,37719.3,1395.699999999997,1122.0785714285723,1,100000.0,128983.46335933855,0.025663254620313714
12077527,1,1.07819543,1.86876249,10644187797.122252,0.0106942416666666,0.18904213,-2263.3214775299966,74,1,0.0256632546203137,71.0,0.0141363673199719,0.0154297791739371,2023-12-02,0.0201383916685837,0.0250181218377728,1,39466.4,39884.5,38652.4,37976.46666666666,38687.3,1232.0999999999985,1162.1857142857152,1,100000.0,131580.9828632393,0.020138391668583555
11665548,1,1.03575274,1.89177189,10664726108.22228,0.0148217166666666,0.18698376,952.3130421800016,73,1,0.0201383916685837,74.0,0.0198086312500096,0.0060262741221217,2023-12-03,0.0136242474611314,0.0231014847408294,1,40004.1,40364.7,39292.1,38228.14444444444,39466.4,1072.5999999999985,1157.628571428572,1,100000.0,133373.67473494698,0.013624247461131445
34164520,1,1.05349236,1.98070809,11083225185.818638,0.0252061783333333,0.18437045,5477.933686069999,74,1,0.0136242474611314,73.0,0.0278691766761326,0.0193082244233451,2023-12-04,0.0498448908986828,0.0403941711287385,1,41998.1,42473.2,40004.0,38694.86666666667,40004.1,2469.199999999997,1249.864285714286,1,100000.0,140021.67100086683,0.049844890898682825
32601503,1,1.04663167,2.07464214,11607843923.293615,0.0148591549999999,0.1843485,-9006.866720040001,75,1,0.0498448908986828,74.0,0.0377896715942651,0.0209278892510125,2023-12-05,0.0498998764229812,0.0379299086399641,1,44093.8,44519.3,41405.9,39432.14444444445,41998.1,3113.4000000000015,1331.7785714285721,1,100000.0,147008.7350803494,0.049899876422981215
21417080,1,0.95556656,2.05255158,11499467731.02004,0.0121154116666666,0.1830292,11129.61674138,72,1,0.0498998764229812,75.0,0.0308624328237226,0.0329262121772291,2023-12-06,-0.0071574688504961,-0.0080224943187307,-1,43778.2,44317.0,43359.1,40157.72222222222,44093.8,957.9000000000015,1237.2071428571435,1,100000.0,145956.52463826098,-0.007157468850496063
21844008,1,0.95035736,2.02636041,11441391225.24348,0.0087675633333333,0.18355737,7478.198203510001,72,1,-0.0071574688504961,72.0,0.0106376055296149,0.034051660121325,2023-12-07,-0.0108295909836402,-0.0088184414964753,-1,43304.1,44060.0,42830.0,40766.555555555555,43778.2,1230.0,1268.8071428571432,1,100000.0,144375.875175035,-0.010829590983640225
18695178,1,1.01664931,2.0659048,11289610939.477951,0.022654535,0.17707666,5534.372142100001,72,1,-0.0108295909836402,72.0,0.0008527796231502,0.0171528585059626,2023-12-08,0.020545398703587,0.0186033757635052,1,44193.8,44765.6,43108.0,41471.67777777778,43304.1,1657.5999999999985,1302.9142857142858,1,100000.0,147342.1350936854,0.02054539870358707
11862413,1,0.94538974,2.04191357,11082030072.154274,0.0169545449999999,0.17506727,4631.743478329998,73,1,0.020545398703587,72.0,-9.59526508712196e-05,0.0178807040537704,2023-12-09,-0.0100036656725605,-0.0125850486407962,-1,43751.7,44397.1,43562.6,42141.944444444445,44193.8,834.5,1340.2857142857142,1,100000.0,145868.17363472693,-0.010003665672560613
8177478,1,0.9858393,2.04431933,11289518651.69212,0.0229358749999999,0.17771444,2449.478350639998,74,-1,-0.0100036656725605,73.0,0.0039817023571164,0.0154368768294105,2023-12-10,0.0014033740403229,0.0004908972107289,0,43813.1,44092.7,43566.3,42711.47777777778,43751.7,526.3999999999942,1328.214285714285,1,100000.0,146072.88124291526,0.001403374040323202
22156450,1,1.00094718,1.93111048,10394848983.281857,0.01261524,0.17101777,-3872.221679219998,67,-1,0.0014033740403229,74.0,-0.0206072722337412,0.0288148790515212,2023-12-12,-0.0532215250689861,0.0027020653915863,1,41481.3,42119.7,40677.0,42935.35555555556,43813.1,3136.0999999999985,1489.7714285714278,0,138298.6597319464,138298.6597319464,-0.05322152506898625
22591625,1,1.00574097,1.99444617,10765215398.29731,0.016987125,0.17138346,4302.839792669998,65,-1,-0.0532215250689861,67.0,-0.006033917839808,0.0439435499070918,2023-12-13,0.0337163975092391,0.011736224462784,1,42879.9,43500.0,40555.5,43254.88888888889,41481.3,2944.5,1591.2285714285706,0,138298.6597319464,138298.6597319464,0.0
24068698,1,0.98366958,1.99919883,10586487896.59206,0.007538335,0.16817966,-1088.5776776099956,72,1,0.0337163975092391,65.0,-0.0052944613462966,0.0441494578390173,2023-12-14,0.0036217435208569,-0.0088128994049251,-1,43035.2,43444.4,41045.4,43370.12222222223,42879.9,2399.0,1689.849999999999,-1,138298.6597319464,138298.6597319464,0.0
17867917,1,0.9563875,1.94565428,10223782723.70817,0.01497665,0.16643563,4881.78697976,70,0,0.0036217435208569,72.0,0.0041048131673482,0.0293730288860409,2023-12-15,-0.0250237015280513,-0.0121291273004152,-1,41958.3,43103.3,41664.1,43132.84444444445,43035.2,1439.2000000000044,1743.4428571428564,-1,138298.6597319464,141848.22743762875,0.02566595882101974
9290316,1,0.99430219,1.95976088,10304614139.120668,0.020310875,0.16736617,-8525.10602621,67,1,-0.0250237015280513,70.0,-0.0046751955684037,0.0177220365233815,2023-12-16,0.0073763713019832,0.0036588407156603,1,42267.8,42727.6,41621.5,42965.02222222222,41958.3,1106.0999999999985,1722.7571428571423,-1,138298.6597319464,140809.56381208057,-0.0073223588641944115
14312496,1,0.93565481,1.91740808,10160736737.259155,0.0303992916666666,0.16801588,6167.770692350001,73,0,0.0073763713019832,67.0,-0.0130715250894645,0.0177925299770992,2023-12-17,-0.0215672450423255,-0.0214732994744382,-1,41356.2,42423.7,41229.1,42748.58888888889,42267.8,1194.5999999999985,1720.0785714285707,-1,138298.6597319464,143913.3789201198,0.022042644150091162
22621651,1,1.01839016,1.97488882,10352697059.736897,0.0201407166666666,0.16586787,2460.033434540004,65,1,-0.0215672450423255,73.0,0.0058187114823545,0.0266413009214033,2023-12-18,0.031647008187406,0.0245779405303933,1,42665.0,42779.3,40533.0,42578.72222222222,41356.2,2246.300000000003,1803.9142857142854,-1,138298.6597319464,139498.66357192685,-0.030676198288995593
24664882,1,0.98391524,1.95448699,10463086572.85075,0.0243197833333333,0.16906963,-2178.8173187700013,73,1,0.031647008187406,65.0,0.0033599210483601,0.0267657615021114,2023-12-19,0.0,-0.0039441605633743,-1,,,,,42665.0,,,-1,138298.6597319464,,0.0
28657359,1,1.04517071,2.01462524,10962088579.30398,0.0192082883333333,0.17177948,-849.795051369998,74,1,0.0,73.0,0.018708696467172,0.016593862928782,2023-12-20,0.02447908121411,0.0300891830579317,1,43709.4,44340.8,42207.9,,,2132.9000000000015,,-1,138298.6597319464,136165.4582606089,-0.023894173793280293
15296914,1,0.97230421,2.02635772,10738254970.068808,0.0332851766666666,0.16717115,254.7060257699996,74,1,0.02447908121411,74.0,0.0106107302046395,0.0125604707018806,2023-12-22,0.0073531093998087,-0.00337640784443,-1,44030.8,44475.3,43442.7,,43709.4,1032.6000000000058,,-1,138298.6597319464,135171.5272331245,-0.007299435849450808
6950528,1,0.94468327,2.01231961,10651440995.512104,0.0093175499999999,0.16722949,-2672.8851311100007,70,1,0.0073531093998087,74.0,0.0084622341518765,0.0154920904336317,2023-12-23,-0.0064454881582892,-0.0055895515038007,-1,43747.0,44053.4,43338.1,,44030.8,715.3000000000029,,-1,138298.6597319464,136048.42575025166,0.0064873019864220005
10958700,1,0.92515742,1.97663057,10497354203.083126,0.0191725733333333,0.16800526,-12992.906017319998,71,1,-0.0064454881582892,70.0,-0.0050662086813361,0.0117903419343601,2023-12-24,-0.0161062472855281,-0.0098898188497053,-1,43042.4,44005.8,42525.1,,43747.0,1480.7000000000044,,-1,138298.6597319464,138275.52555843213,0.01636990502388347
10975108,1,1.03404477,2.00252523,10644812912.892746,0.0269730766666666,0.16687544,12644.426918740002,73,1,-0.0161062472855281,71.0,-0.0030123848241653,0.015105893403984,2023-12-25,0.0135145809713213,0.0164246698444114,1,43624.1,43875.0,42778.8,,43042.4,1096.199999999997,,-1,138298.6597319464,136431.7081910288,-0.013334372514275272
18971060,1,0.89293967,1.95082499,10718282398.287489,0.0454025666666666,0.17279749,-2325.9298802299963,71,0,0.0135145809713213,73.0,-0.0090978695297445,0.0200490319301331,2023-12-26,-0.0247019422750268,-0.0251280557107032,-1,42546.5,43650.3,41651.1,,43624.1,1999.2000000000044,,-1,138298.6597319464,139887.19357165124,0.025327582762389333
14187564,1,1.02931861,1.98837566,10780130558.433784,0.029405155,0.17046893,-312.0519864800008,73,1,-0.0247019422750268,71.0,0.0036165680082724,0.0248920007914929,2023-12-27,0.0220370653285228,0.0200922141910947,1,43484.1,43718.6,42156.4,,42546.5,1562.199999999997,,-1,138298.6597319464,136870.95929997996,-0.021561904236261142
17686502,1,0.97292804,1.94588205,10586605398.511156,0.0461565833333333,0.1710388,-1664.8183451299992,73,0,0.0220370653285228,73.0,-0.0075481978901825,0.0257301516382756,2023-12-28,-0.0199797167240438,-0.0086607513859555,-1,42615.3,43869.3,42322.2,,43484.1,1547.1000000000058,,-1,138298.6597319464,139661.3535818417,0.020387044089798634
20747326,1,0.92736342,1.92028716,10436652152.993546,0.03981608,0.17119315,-8305.28360301,65,0,-0.0199797167240438,73.0,-0.0033307714366713,0.022324130329416,2023-12-29,-0.0120496629144931,-0.0137000234048373,-1,42101.8,43181.4,41275.0,43211.26666666667,42615.3,1906.4000000000015,,-1,138298.6597319464,141364.7511815708,0.012196628172667312
10761124,1,0.97280027,1.92263143,10496076159.0,0.0368262583333333,0.1697885,9779.298276609996,68,1,-0.0120496629144931,65.0,-0.0101072047249425,0.0109734488094969,2023-12-30,0.0017077654637092,-0.0109624048815026,-1,42173.7,42650.1,41555.1,43040.63333333333,42101.8,1095.0,,-1,138298.6597319464,141123.7449238805,-0.0017048539729734857
9898625,0,0.98090527,1.92799955,10322413109.124924,0.03696715,0.16569478,4199.918900069999,67,1,0.0017077654637092,68.0,-0.0024063660568879,0.0083812565220453,2023-12-31,0.0031227992801201,-0.0019591116752889,-1,42305.4,42928.9,41986.0,42848.92222222222,42173.7,942.9000000000015,,-1,138298.6597319464,140684.4157317094,-0.0031130777631225293
12547429,1,1.08941972,2.01399217,10915397676.461191,0.0388685416666666,0.16771642,-2719.99339978,65,-1,0.0031227992801201,67.0,0.0168777427445321,0.0250597059093676,2024-01-01,0.0458026634897672,0.0275442527951834,1,44243.1,44269.7,42205.1,42904.044444444444,42305.4,2064.5999999999985,,-1,138298.6597319464,134522.90823419378,-0.04379665981814107
32889751,1,0.98893694,2.04489729,11233487997.988005,0.0493608516666666,0.16960079,-2705.611152149999,71,1,0.0458026634897672,65.0,0.0219575793880808,0.0217765943577188,2024-01-02,0.0169472753943553,0.0038655071211818,1,44992.9,45979.8,44221.0,43120.76666666667,44243.1,1758.800000000003,,-1,138298.6597319464,132281.1039363157,-0.016664851565469263
