volume,sentiment,Taker Buy Sell Ratio,Gas Price (Mean),Open Interest,Estimated Leverage Ratio,Funding Rates,Exchange Netflow (Total),fng_value,Daily_sentiment,lag_return_1,lag_fng,ma_3,volatility_3,Datetime,Actual_Return,Predicted_Return,Signal
68237943,1,0.92126412,37.580579846,5414596986.657327,0.26268739,0.01202277,37394.59623707854,66,1,-0.0103471279041306,73.0,-0.008760586200076815,0.00904269356040096,2023-11-27,-0.0169050147664285,-0.015363022514775577,Sell
53397785,1,1.01788851,46.073858389,5414227753.456097,0.25821606,0.01530595,33192.66782576579,68,0,-0.0169050147664285,66.0,-0.005596564513321215,0.014288821135289922,2023-11-28,0.0104624491305955,0.010189929950012682,Buy
45382778,1,0.94757975,42.539356166,5355321976.953774,0.25818403,0.01568919,-11564.81785954628,72,1,0.0104624491305955,68.0,-0.0053596910203076815,0.014176138012833243,2023-11-29,-0.00963650742509,-0.011263512470673573,Sell
36393937,1,1.0030253,51.292428374,5471837853.395468,0.26122886,0.01431472,-4440.485614242731,74,1,-0.00963650742509,72.0,0.004093813579792985,0.011901168984618989,2023-11-30,0.0114554990338735,0.009974865602279876,Buy
67068842,1,1.00598795,47.902562692,5704627707.494848,0.26704737,0.01681492,-3672.6100133379214,71,0,0.0114554990338735,74.0,0.0063211917746218175,0.01410948418401119,2023-12-01,0.017144583715082,0.012378591502911008,Buy
62828144,1,1.08513083,39.046408864,6036602582.148897,0.27290302,0.01460362,-20509.464928112,74,1,0.017144583715082,71.0,0.02214551598657415,0.013883293441926922,2023-12-02,0.037836465210767,0.032088183954149155,Buy
52119216,1,1.00481503,37.558175914,6090827484.99962,0.27235764,0.03437278,-24174.465380462003,73,1,0.037836465210767,74.0,0.022558872800976616,0.013416484424105292,2023-12-03,0.0126955694770809,0.02077162166482657,Buy
115693055,1,0.98685055,52.28418084,6099459077.206537,0.26577543,0.03576788,13078.521652257186,74,1,0.0126955694770809,73.0,0.024353702589431685,0.012669377025206282,2023-12-04,0.0225290730804472,0.017351972334299325,Buy
108709350,1,0.99934507,62.249090972,5974556598.545311,0.25415467,0.0258269,8040.665622823522,75,1,0.0225290730804472,74.0,0.019182375327988117,0.005618688230523309,2023-12-05,0.0223224834264363,0.019749796319391593,Buy
73568205,1,0.94067159,61.927988727,5677809536.486584,0.24679879,0.02325857,38197.87407341262,72,1,0.0223224834264363,75.0,0.00614439030510875,0.028200380323564124,2023-12-06,-0.0264183855915572,-0.010722576659799511,Sell
89610180,1,1.03028398,55.535210757,6342428497.698771,0.26183388,0.01841987,-14748.201659835642,72,1,-0.0264183855915572,72.0,0.017156369856832082,0.04123512951825039,2023-12-07,0.0555650117356172,0.0329274829212054,Buy
71934034,1,0.98181734,47.393303836,6259040025.806079,0.25838012,0.03146052,-4995.149210058968,72,1,0.0555650117356172,72.0,0.010166762819451882,0.04169619184903862,2023-12-08,0.0013536623142957,0.0030799441559676284,Buy
57912830,1,0.95675457,38.300260671,6290401120.01451,0.26158398,0.03370618,16904.442556375696,73,1,0.0013536623142957,72.0,0.016509363985606217,0.03410459160353274,2023-12-09,-0.0073905820930942,-7.861592081754676e-05,Hold
34583140,1,0.97998893,38.08614398,6206862873.877737,0.25677017,0.0339306,15541.347065446898,74,-1,-0.0073905820930942,73.0,-0.00038713724516374934,0.006315617874622343,2023-12-10,0.0048755080433073,0.006037683753551492,Buy
76559667,1,0.98595685,50.122096805,5550819428.620476,0.24422925,0.02452768,46295.49265230878,67,-1,0.0048755080433073,74.0,-0.022326146245825084,0.037003690698652725,2023-12-12,-0.0644633646876883,-0.008671576595927367,Sell
85265025,1,0.99102939,53.102099693,5581149486.606436,0.23873759,0.03031212,23714.370518371343,65,-1,-0.0644633646876883,67.0,-0.010839044964902384,0.04774759289395123,2023-12-13,0.0270707217496739,0.0056426574373790745,Buy
90884997,1,0.98767121,50.490208853,5772258305.709694,0.2418854,0.01387394,-32728.33972661121,72,1,0.0270707217496739,65.0,-0.004387408011583483,0.05204668344838848,2023-12-14,0.024230418903264,-0.004919762313625045,Sell
68339937,1,0.94138599,62.408897335,5513752193.197713,0.2410121,0.02296945,-30440.057567569194,70,0,0.024230418903264,72.0,0.003437054913944517,0.03850113804827356,2023-12-15,-0.0409899759111043,-0.016142000528096265,Sell
28882115,1,0.97044078,56.142820542,5524429400.387526,0.23996756,0.0198453,46630.08006503363,67,1,-0.0409899759111043,70.0,-0.004492648727525316,0.033297962529727436,2023-12-16,0.0032816108252644,-0.0001905223617652598,Hold
37629406,1,0.93071679,43.035438461,5540349002.711879,0.24553362,0.03001025,-72424.9940332832,73,0,0.0032816108252644,67.0,-0.017527368846162083,0.022254766945458453,2023-12-17,-0.0148737414526463,-0.024439296479300564,Sell
73231881,1,0.97842363,65.135843878,5628876333.637292,0.2467487,0.02967418,-8799.82509892527,65,1,-0.0148737414526463,73.0,-0.00012628197885571472,0.013373239445837081,2023-12-18,0.0112132846908148,0.006073196854812747,Buy
68215622,1,0.94836769,59.461865666,5559500706.162989,0.247723,0.01803148,29477.11837651534,73,1,0.0112132846908148,65.0,-0.007447735282128615,0.01627274975558627,2023-12-19,-0.0186827490845543,-0.012066408264631482,Sell
