volume,sentiment,Taker Buy Sell Ratio,MVRV Ratio,Open Interest,Funding Rates,Estimated Leverage Ratio,Exchange Netflow (Total),fng_value,Daily_sentiment,lag_return_1,lag_fng,ma_3,volatility_3,Datetime,Actual_Return,Predicted_Return,Signal
5545786,1,0.96146223,1.7503449,9380342586.625566,0.0092623233333333,0.1748974,798.3794518600007,69,-1,0.0123087214187784,63.0,-0.011296139728768086,0.03009223663915869,2023-11-18,-0.0010157579001117,-0.01664681695708496,Sell
7156784,1,1.09227565,1.78723103,9734858603.126225,0.0080134633333333,0.17767933,139.68773201000295,66,1,-0.0010157579001117,69.0,0.01102125489289428,0.01144770701894622,2023-11-19,0.0217708011600161,0.023160040497255313,Buy
17604817,1,0.95000625,1.78935734,9843651362.0,0.01065997,0.17995687,-1279.4324647199974,69,1,0.0217708011600161,66.0,0.0076548836803826785,0.012330656538217508,2023-11-20,0.0022096077812436,-0.008880528316457206,Sell
26196655,1,0.89852922,1.7038699,9308190245.060991,0.0078611616666666,0.1792446,-2307.728772759998,71,1,0.0022096077812436,69.0,-0.007445021950359588,0.03505487340878329,2023-11-21,-0.0463154747923385,-0.025087090971922535,Sell
18934403,1,1.06748125,1.77060911,9608551650.140724,0.0089803633333333,0.17706269,-10619.778048380002,62,1,-0.0463154747923385,71.0,0.0011028672215789431,0.04687477180356622,2023-11-22,0.0474144686758317,0.03309459125988099,Buy
10044470,1,0.98586233,1.77702436,9709192047.077574,0.0118142016666666,0.17971935,-324.8632564899963,66,0,0.0474144686758317,62.0,-0.0007978151332115891,0.04692303618819425,2023-11-23,-0.003492439283128,-0.007817637402063312,Sell
21240094,1,1.01800431,1.79571724,9760608318.0,0.0132325333333333,0.17930893,-652.3438605299962,66,1,-0.003492439283128,66.0,0.018627126110727678,0.02610024442011156,2023-11-24,0.0119593489394793,0.02319070415439201,Buy
3745831,1,0.97152171,1.79801168,9736012508.704197,0.0076486033333333,0.17864093,-3602.425110019998,73,1,0.0119593489394793,66.0,0.0033398933333424804,0.007879390601704409,2023-11-25,0.0015527703436761,-0.00459825558262442,Sell
9342447,1,0.94642717,1.7817409,9598324361.648155,0.0094413616666666,0.17799043,-3246.9308651799984,73,1,0.0015527703436761,73.0,0.0015117862846406802,0.01046811485629111,2023-11-26,-0.0089767604292334,-0.006763641106496519,Sell
13358445,1,0.94644454,1.77110618,9574369256.161585,0.0064774983333333,0.17862087,-6031.745064169998,66,1,-0.0089767604292334,73.0,-0.00434607770793862,0.0053780979029011446,2023-11-27,-0.0056142430382586,-0.007892637370881184,Sell
15943547,1,1.02478783,1.79725497,9895753385.265133,0.00821206,0.18282687,-6637.50494626,68,0,-0.0056142430382586,66.0,0.0002963407685679133,0.013256502123146142,2023-11-28,0.0154800257731957,0.013325267456469298,Buy
13833250,1,1.01025221,1.79763035,10025079201.596214,0.0058851749999999,0.18548051,-5182.94365899,72,1,0.0154800257731957,68.0,0.0034921654658247136,0.01083831709923093,2023-11-29,0.000610713662537,0.009128163891950734,Buy
7931684,1,0.97130406,1.79033141,9998522654.826836,0.0067071516666666,0.18547413,-827.021148620006,74,1,0.000610713662537,72.0,0.004232731702250414,0.00994397991628154,2023-11-30,-0.0033925443289815,-0.0025717159081752486,Sell
17526998,1,1.0818717,1.83320341,11104713065.82116,0.0153788483333333,0.20066169,1481.1100740700058,71,0,-0.0033925443289815,74.0,0.007627141317956414,0.015747461888452722,2023-12-01,0.0256632546203137,0.02558077428331229,Buy
12077527,1,1.07819543,1.86876249,10644187797.122252,0.0106942416666666,0.18904213,-2263.3214775299966,74,1,0.0256632546203137,71.0,0.014136367319971982,0.015429779173937135,2023-12-02,0.0201383916685837,0.02501812183777285,Buy
11665548,1,1.03575274,1.89177189,10664726108.22228,0.0148217166666666,0.18698376,952.3130421800016,73,1,0.0201383916685837,74.0,0.019808631250009614,0.006026274122121757,2023-12-03,0.0136242474611314,0.023101484740829462,Buy
