Datetime,Open Interest
2025-05-06T00:00:00Z,11527562924.380175
2025-05-05T00:00:00Z,11615792723.817152
2025-05-04T00:00:00Z,11458313427.161064
2025-05-03T00:00:00Z,11536680480.247406
2025-05-02T00:00:00Z,11749666026.082571
2025-05-01T00:00:00Z,12188623413.04102
2025-04-30T00:00:00Z,11393821208.418734
2025-04-29T00:00:00Z,11346758899.837698
2025-04-28T00:00:00Z,11372220414.334013
2025-04-27T00:00:00Z,11461840272.762539
2025-04-26T00:00:00Z,11903002522.592033
2025-04-25T00:00:00Z,11695951426.685421
2025-04-24T00:00:00Z,11772668348.909744
2025-04-23T00:00:00Z,12046361657.539167
2025-04-22T00:00:00Z,11798391442.625763
2025-04-21T00:00:00Z,10649019953.196484
2025-04-20T00:00:00Z,10216861202.192461
2025-04-19T00:00:00Z,10284205439.81248
2025-04-18T00:00:00Z,10011837575.431276
2025-04-17T00:00:00Z,9788189709.767754
2025-04-16T00:00:00Z,9758696683.271591
2025-04-15T00:00:00Z,9987588077.989231
2025-04-14T00:00:00Z,10176145948.383806
2025-04-13T00:00:00Z,9869731364.09375
2025-04-12T00:00:00Z,10632135104.198322
2025-04-11T00:00:00Z,9840480548.2494
2025-04-10T00:00:00Z,9449165614.69828
2025-04-09T00:00:00Z,10471885228.047867
2025-04-08T00:00:00Z,9590301763.112743
2025-04-07T00:00:00Z,9704120359.476307
2025-04-06T00:00:00Z,10632992175.091337
2025-04-05T00:00:00Z,11490581382.483065
2025-04-04T00:00:00Z,11447870008.878084
2025-04-03T00:00:00Z,11842510292.826674
2025-04-02T00:00:00Z,11357777488.726637
2025-04-01T00:00:00Z,12027387806.640675
2025-03-31T00:00:00Z,11802824196.237926
2025-03-30T00:00:00Z,12046564415.519243
2025-03-29T00:00:00Z,12374169950.86254
2025-03-28T00:00:00Z,12796130724.780472
2025-03-27T00:00:00Z,13005453654.5767
2025-03-26T00:00:00Z,13377271988.979765
2025-03-25T00:00:00Z,12889877148.349916
2025-03-24T00:00:00Z,13289629233.726864
2025-03-23T00:00:00Z,12280930824.306206
2025-03-22T00:00:00Z,12023794208.575546
2025-03-21T00:00:00Z,12088860879.544113
2025-03-20T00:00:00Z,11988944611.336151
2025-03-19T00:00:00Z,12845050091.106518
2025-03-18T00:00:00Z,11487116149.989037
2025-03-17T00:00:00Z,11626924777.693233
2025-03-16T00:00:00Z,11074686090.534431
2025-03-15T00:00:00Z,11742950710.424234
2025-03-14T00:00:00Z,11531194089.783916
2025-03-13T00:00:00Z,11118609713.586952
2025-03-12T00:00:00Z,11216289630.038258
2025-03-11T00:00:00Z,11259684607.625248
2025-03-10T00:00:00Z,11041425287.757921
2025-03-09T00:00:00Z,11955822424.70643
2025-03-08T00:00:00Z,12679357689.305649
2025-03-07T00:00:00Z,12018420123.580315
2025-03-06T00:00:00Z,12424091115.208782
2025-03-05T00:00:00Z,12506551384.743908
2025-03-04T00:00:00Z,11852425177.158575
2025-03-03T00:00:00Z,12045173583.679012
2025-03-02T00:00:00Z,13838122970.42364
2025-03-01T00:00:00Z,12456735991.528189
2025-02-28T00:00:00Z,12239395129.92956
2025-02-27T00:00:00Z,13269372664.197357
2025-02-26T00:00:00Z,13076833675.956913
2025-02-25T00:00:00Z,13680089727.29334
2025-02-24T00:00:00Z,14041364510.3938
2025-02-23T00:00:00Z,16091883861.882626
2025-02-22T00:00:00Z,15395358024.663465
2025-02-21T00:00:00Z,14664476099.008558
2025-02-20T00:00:00Z,15298262714.559017
2025-02-19T00:00:00Z,14858753077.040937
2025-02-18T00:00:00Z,15052405466.557491
2025-02-17T00:00:00Z,15009725066.217695
2025-02-16T00:00:00Z,14297718664.24624
2025-02-15T00:00:00Z,14240201902.574135
2025-02-14T00:00:00Z,14421681558.852448
2025-02-13T00:00:00Z,14056202556.766188
2025-02-12T00:00:00Z,14437466567.564352
2025-02-11T00:00:00Z,13639567951.156832
2025-02-10T00:00:00Z,13874387091.491074
2025-02-09T00:00:00Z,13386769276.99357
2025-02-08T00:00:00Z,13766254634.716314
2025-02-07T00:00:00Z,13622261762.007835
2025-02-06T00:00:00Z,14136920749.459826
2025-02-05T00:00:00Z,14514375496.478842
2025-02-04T00:00:00Z,14635613482.273008
2025-02-03T00:00:00Z,15726450925.434017
2025-02-02T00:00:00Z,18854524309.015213
2025-02-01T00:00:00Z,20070860942.1172
2025-01-31T00:00:00Z,20894730507.53028
2025-01-30T00:00:00Z,20425179217.174454
2025-01-29T00:00:00Z,19573710189.705563
2025-01-28T00:00:00Z,19378108414.219204
2025-01-27T00:00:00Z,19723610789.34959
2025-01-26T00:00:00Z,19937745052.436153
2025-01-25T00:00:00Z,20362772279.633022
2025-01-24T00:00:00Z,20339984078.046993
2025-01-23T00:00:00Z,20692559661.422962
2025-01-22T00:00:00Z,19717121861.805264
2025-01-21T00:00:00Z,20058869159.06893
2025-01-20T00:00:00Z,19629110971.986813
2025-01-19T00:00:00Z,19655065935.473667
2025-01-18T00:00:00Z,20563354956.96863
2025-01-17T00:00:00Z,20438232091.493946
2025-01-16T00:00:00Z,19310180406.809692
2025-01-15T00:00:00Z,19688707869.713177
2025-01-14T00:00:00Z,18686109011.65477
2025-01-13T00:00:00Z,18637230917.3276
2025-01-12T00:00:00Z,19644580186.235542
2025-01-11T00:00:00Z,19602495746.004803
2025-01-10T00:00:00Z,19065833295.675304
2025-01-09T00:00:00Z,18995317618.930283
2025-01-08T00:00:00Z,19624087300.677555
2025-01-07T00:00:00Z,19846810563.255733
2025-01-06T00:00:00Z,20870010925.630127
2025-01-05T00:00:00Z,20755183059.657616
2025-01-04T00:00:00Z,21086339615.170506
2025-01-03T00:00:00Z,21304749392.189014
2025-01-02T00:00:00Z,19408567208.601414
2025-01-01T00:00:00Z,18950130965.59417
2024-12-31T00:00:00Z,18483375303.835777
2024-12-30T00:00:00Z,18399385873.79102
2024-12-29T00:00:00Z,18227719395.657032
2024-12-28T00:00:00Z,18578831623.85718
2024-12-27T00:00:00Z,18027046957.99274
2024-12-26T00:00:00Z,17821475552.69248
2024-12-25T00:00:00Z,18211803127.12708
2024-12-24T00:00:00Z,18263316945.06629
2024-12-23T00:00:00Z,18006954971.707104
2024-12-22T00:00:00Z,17284388119.316936
2024-12-21T00:00:00Z,17290779501.81907
2024-12-20T00:00:00Z,17760723139.017906
2024-12-19T00:00:00Z,18385253238.574806
2024-12-18T00:00:00Z,19433937845.32891
2024-12-17T00:00:00Z,20387344641.5202
2024-12-16T00:00:00Z,20587226822.330803
2024-12-15T00:00:00Z,19976809583.763138
2024-12-14T00:00:00Z,19382792579.17213
2024-12-13T00:00:00Z,18969527036.559113
2024-12-12T00:00:00Z,18589824673.463562
2024-12-11T00:00:00Z,17608494047.873325
2024-12-10T00:00:00Z,16721238230.293077
