Datetime,Taker Buy Sell Ratio
2023-11-01T00:00:00Z,0.98622559
2023-10-31T00:00:00Z,0.96583133
2023-10-30T00:00:00Z,0.96443439
2023-10-29T00:00:00Z,1.0169983
2023-10-28T00:00:00Z,0.99018016
2023-10-27T00:00:00Z,0.95045355
2023-10-26T00:00:00Z,0.98258536
2023-10-25T00:00:00Z,0.98184022
2023-10-24T00:00:00Z,0.97477894
2023-10-23T00:00:00Z,1.04076657
2023-10-22T00:00:00Z,1.06099225
2023-10-21T00:00:00Z,1.01953629
2023-10-20T00:00:00Z,1.08828055
2023-10-19T00:00:00Z,0.99945508
2023-10-18T00:00:00Z,1.01590537
2023-10-17T00:00:00Z,0.94194509
2023-10-16T00:00:00Z,1.04248686
2023-10-15T00:00:00Z,1.03729321
2023-10-14T00:00:00Z,1.07346468
2023-10-13T00:00:00Z,1.02009813
2023-10-12T00:00:00Z,0.91966648
2023-10-11T00:00:00Z,0.99712582
2023-10-10T00:00:00Z,0.98390763
2023-10-09T00:00:00Z,0.9067856
2023-10-08T00:00:00Z,1.00219531
2023-10-07T00:00:00Z,0.98226428
2023-10-06T00:00:00Z,1.05415922
2023-10-05T00:00:00Z,0.93528292
2023-10-04T00:00:00Z,0.97203639
2023-10-03T00:00:00Z,0.99643517
2023-10-02T00:00:00Z,0.93717233
2023-10-01T00:00:00Z,1.10994485
2023-09-30T00:00:00Z,1.0161129
2023-09-29T00:00:00Z,1.01633998
2023-09-28T00:00:00Z,1.08468073
2023-09-27T00:00:00Z,1.02755408
2023-09-26T00:00:00Z,1.03545335
2023-09-25T00:00:00Z,1.03236281
2023-09-24T00:00:00Z,0.98273664
2023-09-23T00:00:00Z,1.00382533
2023-09-22T00:00:00Z,0.98880539
2023-09-21T00:00:00Z,0.8910747
2023-09-20T00:00:00Z,0.94522281
2023-09-19T00:00:00Z,1.00091232
2023-09-18T00:00:00Z,1.0177388
2023-09-17T00:00:00Z,0.9370828
2023-09-16T00:00:00Z,0.93496636
2023-09-15T00:00:00Z,1.09024367
2023-09-14T00:00:00Z,1.05069309
2023-09-13T00:00:00Z,1.03529146
2023-09-12T00:00:00Z,1.04818405
2023-09-11T00:00:00Z,0.91607124
2023-09-10T00:00:00Z,0.92718419
2023-09-09T00:00:00Z,0.98342342
2023-09-08T00:00:00Z,0.96647585
2023-09-07T00:00:00Z,1.03350207
2023-09-06T00:00:00Z,1.01440121
2023-09-05T00:00:00Z,1.00184885
2023-09-04T00:00:00Z,0.99681173
2023-09-03T00:00:00Z,1.0351648
2023-09-02T00:00:00Z,0.96991036
2023-09-01T00:00:00Z,0.96743937
2023-08-31T00:00:00Z,0.95927739
2023-08-30T00:00:00Z,0.99148324
2023-08-29T00:00:00Z,1.04646854
2023-08-28T00:00:00Z,1.01319191
